montessori/why-demo	rdr-explanation
D-ui-rendering	rdr-interface-and-decorator
D-ui	rdr-interface-and-decorator
D-ui-splice-fix	rdr-interface-and-decorator
D-store	rdr-interface-and-decorator
D-deco	rdr-interface-and-decorator
claude/local-settings-dashboard-sync-8sx0tf	session-notes-infrastructure
claude/plan-item-kickoff-workflow-n814iz	session-notes-infrastructure
claude/workflow-unification-setup-jgvs53	session-notes-infrastructure
claude/workflow-unification-git-identity-ppzcyh	session-notes-infrastructure
claude/fork-main-upstream-sync-mtrzpr	session-notes-infrastructure
claude/auto-run-setup-notes-02nhxv	session-notes-infrastructure
claude/remove-auto-subscribe-pr-oowwkp	session-notes-infrastructure
claude/plan-item-kickoff-workflow-y2xfva	session-notes-infrastructure
claude/plan-item-kickoff-workflow-koufa6	stack-maintenance
claude/stack-landed-parent-detection	stack-maintenance
claude/automate-upstream-reviews-0fte9f	stack-maintenance
claude/plan-manifest-update-priority-ex2zst	stack-maintenance
claude/stack-tooling-pinning-qf5r2m	stack-maintenance
claude/plan-item-kickoff-workflow-y38l38	stack-maintenance
claude/plan-item-kickoff-workflow-ixbvxl	stack-maintenance
claude/plan-item-kickoff-workflow-unification-wg4w4x	stack-maintenance
claude/stack-maintenance-kickoff-9kal0j	stack-maintenance
claude/patch-pr-rheubx	stack-tooling-install
claude/stack-tooling-on-main	stack-tooling-install
claude/setup-personal-notes-script	stack-tooling-install
claude/setup-stacked-prs-skill	stack-tooling-install
claude/maintenance-tooling-pinning-gdod18	stack-tooling-install
claude/plan-item-kickoff-workflow-s3mfvk	stack-tooling-install
claude/flaky-marker-needs-rerun-plugin	test-suite-fixes
claude/mcrdr-stop-only-flaky-skip	test-suite-fixes
claude/dashboard-publish-automation-hnfi5a	workflow-cutover
